feature,importance,rank,bank,case,seed,is_macro_case,is_ga_case
Dividend Indicated Yld - Gross,0.008465329776906,1,BMRI,lstm_data_ga,62,False,True
Price Earnings Ratio,0.0080765462189447,2,BMRI,lstm_data_ga,62,False,True
High Price,0.0073213179657856,3,BMRI,lstm_data_ga,62,False,True
Bid Price,0.0049012921471148,4,BMRI,lstm_data_ga,62,False,True
Low Price,0.0036984808385993,5,BMRI,lstm_data_ga,62,False,True
Price Change 1 Day Percent,0.0021593208987421,6,BMRI,lstm_data_ga,62,False,True
Price to Sales Ratio,0.0017905709488938,7,BMRI,lstm_data_ga,62,False,True
Price to Book Ratio,0.0012072359087566,8,BMRI,lstm_data_ga,62,False,True
Moving Average 20 Day,0.0011562258664829,9,BMRI,lstm_data_ga,62,False,True
Ask Price,0.0007473667598484,10,BMRI,lstm_data_ga,62,False,True
Price to Book Ratio,0.0109725818096194,1,BMRI,lstm_data_ga,72,False,True
Price Change 1 Day Percent,0.0079921559275438,2,BMRI,lstm_data_ga,72,False,True
High Price,0.0072464305228398,3,BMRI,lstm_data_ga,72,False,True
Price to Sales Ratio,0.0061387022898998,4,BMRI,lstm_data_ga,72,False,True
Dividend Indicated Yld - Gross,0.0056843960512196,5,BMRI,lstm_data_ga,72,False,True
Bid Price,0.0053938803903292,6,BMRI,lstm_data_ga,72,False,True
Moving Average 20 Day,0.0036352640173087,7,BMRI,lstm_data_ga,72,False,True
Low Price,0.0022676247977263,8,BMRI,lstm_data_ga,72,False,True
Ask Price,0.0021263857954181,9,BMRI,lstm_data_ga,72,False,True
Price Earnings Ratio,0.00167041355744,10,BMRI,lstm_data_ga,72,False,True
Price to Book Ratio,0.0021521144463784,1,BMRI,lstm_data_ga,82,False,True
Low Price,0.0018926078373462,2,BMRI,lstm_data_ga,82,False,True
Moving Average 20 Day,0.0018320796422712,3,BMRI,lstm_data_ga,82,False,True
Price Change 1 Day Percent,0.0015535982892227,4,BMRI,lstm_data_ga,82,False,True
Price to Sales Ratio,0.0013512797036673,5,BMRI,lstm_data_ga,82,False,True
High Price,0.0008465101923017,6,BMRI,lstm_data_ga,82,False,True
Price Earnings Ratio,0.0005957012588623,7,BMRI,lstm_data_ga,82,False,True
Bid Price,0.0005496224728024,8,BMRI,lstm_data_ga,82,False,True
Ask Price,0.0003923837667874,9,BMRI,lstm_data_ga,82,False,True
Dividend Indicated Yld - Gross,0.0003259701919483,10,BMRI,lstm_data_ga,82,False,True
Price to Sales Ratio,0.0057664394378662,1,BMRI,lstm_macro,42,True,False
exchange_rate_usd_idr,0.0049419044613993,2,BMRI,lstm_macro,42,True,False
High Price,0.0036116343845302,3,BMRI,lstm_macro,42,True,False
Price Change 1 Day Percent,0.0032624472262493,4,BMRI,lstm_macro,42,True,False
ihsg_return_1d,0.0032624472262493,5,BMRI,lstm_macro,42,True,False
Bid Price,0.0032103344448842,6,BMRI,lstm_macro,42,True,False
Price to Book Ratio,0.0024859359759527,7,BMRI,lstm_macro,42,True,False
Ask Price,0.0023264959066485,8,BMRI,lstm_macro,42,True,False
Price Earnings Ratio,0.0021409199301463,9,BMRI,lstm_macro,42,True,False
bi_rate,0.0011468644583752,10,BMRI,lstm_macro,42,True,False
Dividend Indicated Yld - Gross,0.0008208917764325,11,BMRI,lstm_macro,42,True,False
ihsg_close,7.874488752956146e-05,12,BMRI,lstm_macro,42,True,False
Moving Average 20 Day,0.0,13,BMRI,lstm_macro,42,True,False
Low Price,0.0,14,BMRI,lstm_macro,42,True,False
cpi_index,0.0,15,BMRI,lstm_macro,42,True,False
inflation_rate,0.0,16,BMRI,lstm_macro,42,True,False
Ask Price,0.0038279167104822,1,BMRI,lstm_macro,52,True,False
Dividend Indicated Yld - Gross,0.003311450985105,2,BMRI,lstm_macro,52,True,False
Price to Book Ratio,0.0032795807023325,3,BMRI,lstm_macro,52,True,False
cpi_index,0.0032673905021511,4,BMRI,lstm_macro,52,True,False
exchange_rate_usd_idr,0.0027346044824096,5,BMRI,lstm_macro,52,True,False
ihsg_return_1d,0.002216039217698,6,BMRI,lstm_macro,52,True,False
Price to Sales Ratio,0.0019857267461096,7,BMRI,lstm_macro,52,True,False
High Price,0.0016923702981633,8,BMRI,lstm_macro,52,True,False
Bid Price,0.001420545708,9,BMRI,lstm_macro,52,True,False
bi_rate,0.0013058370606611,10,BMRI,lstm_macro,52,True,False
Price Earnings Ratio,0.0012855046855596,11,BMRI,lstm_macro,52,True,False
Low Price,0.0011963724022886,12,BMRI,lstm_macro,52,True,False
Moving Average 20 Day,0.0,13,BMRI,lstm_macro,52,True,False
Price Change 1 Day Percent,0.0,14,BMRI,lstm_macro,52,True,False
inflation_rate,0.0,15,BMRI,lstm_macro,52,True,False
ihsg_close,0.0,16,BMRI,lstm_macro,52,True,False
Price to Sales Ratio,0.0095585865861115,1,BMRI,lstm_macro,62,True,False
Moving Average 20 Day,0.0091474237696578,2,BMRI,lstm_macro,62,True,False
High Price,0.0054071284015662,3,BMRI,lstm_macro,62,True,False
Price Change 1 Day Percent,0.0045988358751249,4,BMRI,lstm_macro,62,True,False
Bid Price,0.0040766119698269,5,BMRI,lstm_macro,62,True,False
Ask Price,0.003099236342435,6,BMRI,lstm_macro,62,True,False
Low Price,0.0025051328625219,7,BMRI,lstm_macro,62,True,False
exchange_rate_usd_idr,0.0023549795034341,8,BMRI,lstm_macro,62,True,False
bi_rate,0.0006472424694543,9,BMRI,lstm_macro,62,True,False
inflation_rate,0.0005697404163786,10,BMRI,lstm_macro,62,True,False
ihsg_close,0.0005428547505289,11,BMRI,lstm_macro,62,True,False
cpi_index,4.876257541279993e-06,12,BMRI,lstm_macro,62,True,False
Price Earnings Ratio,0.0,13,BMRI,lstm_macro,62,True,False
Price to Book Ratio,0.0,14,BMRI,lstm_macro,62,True,False
Dividend Indicated Yld - Gross,0.0,15,BMRI,lstm_macro,62,True,False
ihsg_return_1d,0.0,16,BMRI,lstm_macro,62,True,False
ihsg_close,0.0085820259134141,1,BMRI,lstm_macro,72,True,False
bi_rate,0.0067968018857451,2,BMRI,lstm_macro,72,True,False
Price Earnings Ratio,0.0049292580975303,3,BMRI,lstm_macro,72,True,False
Ask Price,0.004690699330531,4,BMRI,lstm_macro,72,True,False
Bid Price,0.0042603901148928,5,BMRI,lstm_macro,72,True,False
Price to Book Ratio,0.0024236092455366,6,BMRI,lstm_macro,72,True,False
Low Price,0.0020428106871345,7,BMRI,lstm_macro,72,True,False
ihsg_return_1d,0.0018977456853494,8,BMRI,lstm_macro,72,True,False
Price Change 1 Day Percent,0.001866756445573,9,BMRI,lstm_macro,72,True,False
Dividend Indicated Yld - Gross,0.0009323255050306,10,BMRI,lstm_macro,72,True,False
High Price,0.0005321691712985,11,BMRI,lstm_macro,72,True,False
Moving Average 20 Day,0.0002667309472568,12,BMRI,lstm_macro,72,True,False
inflation_rate,2.079166006298029e-06,13,BMRI,lstm_macro,72,True,False
exchange_rate_usd_idr,1.7945344249400512e-06,14,BMRI,lstm_macro,72,True,False
Price to Sales Ratio,0.0,15,BMRI,lstm_macro,72,True,False
cpi_index,0.0,16,BMRI,lstm_macro,72,True,False
High Price,0.0080233840233025,1,BMRI,lstm_macro,82,True,False
cpi_index,0.0049115086417822,2,BMRI,lstm_macro,82,True,False
Ask Price,0.0043608745598855,3,BMRI,lstm_macro,82,True,False
Price Change 1 Day Percent,0.0040302487170611,4,BMRI,lstm_macro,82,True,False
Moving Average 20 Day,0.0025414267632489,5,BMRI,lstm_macro,82,True,False
ihsg_close,0.0018345634375388,6,BMRI,lstm_macro,82,True,False
inflation_rate,0.0016155750257894,7,BMRI,lstm_macro,82,True,False
Price to Book Ratio,0.001427283528028,8,BMRI,lstm_macro,82,True,False
Price to Sales Ratio,0.0013388694485738,9,BMRI,lstm_macro,82,True,False
Dividend Indicated Yld - Gross,0.0010264316573738,10,BMRI,lstm_macro,82,True,False
bi_rate,5.777195439718348e-05,11,BMRI,lstm_macro,82,True,False
Bid Price,0.0,12,BMRI,lstm_macro,82,True,False
Price Earnings Ratio,0.0,13,BMRI,lstm_macro,82,True,False
Low Price,0.0,14,BMRI,lstm_macro,82,True,False
exchange_rate_usd_idr,0.0,15,BMRI,lstm_macro,82,True,False
ihsg_return_1d,0.0,16,BMRI,lstm_macro,82,True,False
Price to Book Ratio,0.0060349136976236,1,BMRI,lstm_macro_ga,42,True,True
Price Change 1 Day Percent,0.0043430877117706,2,BMRI,lstm_macro_ga,42,True,True
cpi_index,0.0031866274386023,3,BMRI,lstm_macro_ga,42,True,True
inflation_rate,0.0027438983454235,4,BMRI,lstm_macro_ga,42,True,True
bi_rate,0.0020197135473911,5,BMRI,lstm_macro_ga,42,True,True
Price to Sales Ratio,0.0016766977942703,6,BMRI,lstm_macro_ga,42,True,True
Dividend Indicated Yld - Gross,0.0016197162783808,7,BMRI,lstm_macro_ga,42,True,True
ihsg_return_1d,0.0015061959682498,8,BMRI,lstm_macro_ga,42,True,True
Ask Price,0.0011497802721957,9,BMRI,lstm_macro_ga,42,True,True
Bid Price,0.0011227547116245,10,BMRI,lstm_macro_ga,42,True,True
Price Earnings Ratio,0.0002780807035465,11,BMRI,lstm_macro_ga,42,True,True
Low Price,0.0002102340247282,12,BMRI,lstm_macro_ga,42,True,True
exchange_rate_usd_idr,0.0001990969952506,13,BMRI,lstm_macro_ga,42,True,True
High Price,0.000152149475697,14,BMRI,lstm_macro_ga,42,True,True
ihsg_close,0.0001097375061362,15,BMRI,lstm_macro_ga,42,True,True
Moving Average 20 Day,0.0,16,BMRI,lstm_macro_ga,42,True,True
Low Price,0.0031347981213392,1,BMRI,lstm_macro_ga,52,True,True
High Price,0.0022032277353684,2,BMRI,lstm_macro_ga,52,True,True
Price Earnings Ratio,0.0020572405122774,3,BMRI,lstm_macro_ga,52,True,True
Price to Sales Ratio,0.0019057670452942,4,BMRI,lstm_macro_ga,52,True,True
ihsg_return_1d,0.0012802145327441,5,BMRI,lstm_macro_ga,52,True,True
inflation_rate,0.0011354520451277,6,BMRI,lstm_macro_ga,52,True,True
exchange_rate_usd_idr,0.0010783543131159,7,BMRI,lstm_macro_ga,52,True,True
Bid Price,0.0009558469162411,8,BMRI,lstm_macro_ga,52,True,True
Price Change 1 Day Percent,0.0004164016572758,9,BMRI,lstm_macro_ga,52,True,True
ihsg_close,0.0002624653900663,10,BMRI,lstm_macro_ga,52,True,True
Dividend Indicated Yld - Gross,0.0001726375438184,11,BMRI,lstm_macro_ga,52,True,True
Price to Book Ratio,0.0001321982766967,12,BMRI,lstm_macro_ga,52,True,True
Moving Average 20 Day,7.118529950579064e-05,13,BMRI,lstm_macro_ga,52,True,True
Ask Price,3.647711904098597e-05,14,BMRI,lstm_macro_ga,52,True,True
bi_rate,1.87719512420359e-05,15,BMRI,lstm_macro_ga,52,True,True
cpi_index,0.0,16,BMRI,lstm_macro_ga,52,True,True
bi_rate,0.0025110897258855,1,BMRI,lstm_macro_ga,62,True,True
Moving Average 20 Day,0.0023019241232846,2,BMRI,lstm_macro_ga,62,True,True
exchange_rate_usd_idr,0.0022601983340878,3,BMRI,lstm_macro_ga,62,True,True
Bid Price,0.002088218817953,4,BMRI,lstm_macro_ga,62,True,True
High Price,0.001915026474744,5,BMRI,lstm_macro_ga,62,True,True
Low Price,0.001895954504088,6,BMRI,lstm_macro_ga,62,True,True
Price Earnings Ratio,0.0017537438931564,7,BMRI,lstm_macro_ga,62,True,True
Ask Price,0.0015319008543156,8,BMRI,lstm_macro_ga,62,True,True
Price to Sales Ratio,0.0009253114700273,9,BMRI,lstm_macro_ga,62,True,True
Dividend Indicated Yld - Gross,0.0007273786634738,10,BMRI,lstm_macro_ga,62,True,True
Price to Book Ratio,0.0006891615924403,11,BMRI,lstm_macro_ga,62,True,True
ihsg_return_1d,0.0001472305312442,12,BMRI,lstm_macro_ga,62,True,True
inflation_rate,0.0001413854265895,13,BMRI,lstm_macro_ga,62,True,True
Price Change 1 Day Percent,0.0,14,BMRI,lstm_macro_ga,62,True,True
cpi_index,0.0,15,BMRI,lstm_macro_ga,62,True,True
ihsg_close,0.0,16,BMRI,lstm_macro_ga,62,True,True
Low Price,0.0133923177789741,1,BMRI,lstm_macro_ga,72,True,True
Ask Price,0.0056152739277523,2,BMRI,lstm_macro_ga,72,True,True
Price to Book Ratio,0.0050752598016212,3,BMRI,lstm_macro_ga,72,True,True
Price Earnings Ratio,0.0047652794754443,4,BMRI,lstm_macro_ga,72,True,True
ihsg_return_1d,0.0047162966577646,5,BMRI,lstm_macro_ga,72,True,True
ihsg_close,0.0039086582992846,6,BMRI,lstm_macro_ga,72,True,True
High Price,0.0020402223977725,7,BMRI,lstm_macro_ga,72,True,True
Dividend Indicated Yld - Gross,0.0019616694732879,8,BMRI,lstm_macro_ga,72,True,True
Price Change 1 Day Percent,0.0001074772392813,9,BMRI,lstm_macro_ga,72,True,True
Moving Average 20 Day,9.223728751142866e-05,10,BMRI,lstm_macro_ga,72,True,True
bi_rate,6.347719528194966e-05,11,BMRI,lstm_macro_ga,72,True,True
Bid Price,3.743810423960089e-05,12,BMRI,lstm_macro_ga,72,True,True
Price to Sales Ratio,2.2094065789133204e-05,13,BMRI,lstm_macro_ga,72,True,True
inflation_rate,0.0,14,BMRI,lstm_macro_ga,72,True,True
cpi_index,0.0,15,BMRI,lstm_macro_ga,72,True,True
exchange_rate_usd_idr,0.0,16,BMRI,lstm_macro_ga,72,True,True
Price Change 1 Day Percent,0.010639881096722,1,BMRI,lstm_macro_ga,82,True,True
exchange_rate_usd_idr,0.0076730111322831,2,BMRI,lstm_macro_ga,82,True,True
Bid Price,0.0072976642676318,3,BMRI,lstm_macro_ga,82,True,True
Price to Sales Ratio,0.0034681489012048,4,BMRI,lstm_macro_ga,82,True,True
High Price,0.0033517927395425,5,BMRI,lstm_macro_ga,82,True,True
Ask Price,0.0031046998919919,6,BMRI,lstm_macro_ga,82,True,True
Price Earnings Ratio,0.0022001170436851,7,BMRI,lstm_macro_ga,82,True,True
ihsg_return_1d,0.0021127964156524,8,BMRI,lstm_macro_ga,82,True,True
cpi_index,0.0010935215260057,9,BMRI,lstm_macro_ga,82,True,True
inflation_rate,0.000741521099634,10,BMRI,lstm_macro_ga,82,True,True
bi_rate,0.0004055973593494,11,BMRI,lstm_macro_ga,82,True,True
Low Price,0.0001914214430144,12,BMRI,lstm_macro_ga,82,True,True
ihsg_close,0.0001358090608846,13,BMRI,lstm_macro_ga,82,True,True
Price to Book Ratio,5.2823304819564486e-05,14,BMRI,lstm_macro_ga,82,True,True
Dividend Indicated Yld - Gross,1.8163074855692684e-06,15,BMRI,lstm_macro_ga,82,True,True
Moving Average 20 Day,0.0,16,BMRI,lstm_macro_ga,82,True,True
Low Price,0.00796780069976,1,BNGA,bilstm_data,42,False,False
Price Change 1 Day Percent,0.0069729263152553,2,BNGA,bilstm_data,42,False,False
Dividend Indicated Yld - Gross,0.0061968381080077,3,BNGA,bilstm_data,42,False,False
Price to Sales Ratio,0.0055045349125672,4,BNGA,bilstm_data,42,False,False
Ask Price,0.0029470835879416,5,BNGA,bilstm_data,42,False,False
Price to Book Ratio,0.0027220412437931,6,BNGA,bilstm_data,42,False,False
High Price,0.0013090387708154,7,BNGA,bilstm_data,42,False,False
Moving Average 20 Day,0.0010108732724223,8,BNGA,bilstm_data,42,False,False
Bid Price,0.0007020051358267,9,BNGA,bilstm_data,42,False,False
Price Earnings Ratio,0.0,10,BNGA,bilstm_data,42,False,False
Low Price,340976556048.3886,1,BNGA,bilstm_data,52,False,False
Moving Average 20 Day,340976556048.3874,2,BNGA,bilstm_data,52,False,False
Price Earnings Ratio,0.0164332485874183,3,BNGA,bilstm_data,52,False,False
Price Change 1 Day Percent,0.0101394189122209,4,BNGA,bilstm_data,52,False,False
Ask Price,0.0040146912645782,5,BNGA,bilstm_data,52,False,False
Price to Book Ratio,0.0033846031059511,6,BNGA,bilstm_data,52,False,False
Price to Sales Ratio,0.0025043402763926,7,BNGA,bilstm_data,52,False,False
High Price,0.0024453309507137,8,BNGA,bilstm_data,52,False,False
Dividend Indicated Yld - Gross,0.0009853879928899,9,BNGA,bilstm_data,52,False,False
Bid Price,0.0004994956233228,10,BNGA,bilstm_data,52,False,False
Low Price,0.0103364300720083,1,BNGA,bilstm_data,62,False,False
Price to Sales Ratio,0.0085723833452599,2,BNGA,bilstm_data,62,False,False
Ask Price,0.0048252741922624,3,BNGA,bilstm_data,62,False,False
Price Earnings Ratio,0.0033630102601212,4,BNGA,bilstm_data,62,False,False
Bid Price,0.0033364949670309,5,BNGA,bilstm_data,62,False,False
Moving Average 20 Day,0.0033060542695845,6,BNGA,bilstm_data,62,False,False
Price Change 1 Day Percent,0.0032407297597577,7,BNGA,bilstm_data,62,False,False
Dividend Indicated Yld - Gross,0.0016082650671402,8,BNGA,bilstm_data,62,False,False
High Price,0.0,9,BNGA,bilstm_data,62,False,False
Price to Book Ratio,0.0,10,BNGA,bilstm_data,62,False,False
Dividend Indicated Yld - Gross,0.0093302430766117,1,BNGA,bilstm_data,72,False,False
Price to Sales Ratio,0.008560617837227,2,BNGA,bilstm_data,72,False,False
Low Price,0.0051240622243356,3,BNGA,bilstm_data,72,False,False
Moving Average 20 Day,0.0050318953775179,4,BNGA,bilstm_data,72,False,False
Price Change 1 Day Percent,0.0047131991801073,5,BNGA,bilstm_data,72,False,False
Bid Price,0.0035099405950556,6,BNGA,bilstm_data,72,False,False
Ask Price,0.0017084556360108,7,BNGA,bilstm_data,72,False,False
High Price,0.0009671636568825,8,BNGA,bilstm_data,72,False,False
Price to Book Ratio,0.0008359538546452,9,BNGA,bilstm_data,72,False,False
Price Earnings Ratio,0.0005905817599139,10,BNGA,bilstm_data,72,False,False
Moving Average 20 Day,0.0072450833918992,1,BNGA,bilstm_data,82,False,False
Price to Book Ratio,0.0071135903109313,2,BNGA,bilstm_data,82,False,False
Price to Sales Ratio,0.0059546101562402,3,BNGA,bilstm_data,82,False,False
Low Price,0.0045308685579831,4,BNGA,bilstm_data,82,False,False
Bid Price,0.0043935770382328,5,BNGA,bilstm_data,82,False,False
High Price,0.0034000704685846,6,BNGA,bilstm_data,82,False,False
Dividend Indicated Yld - Gross,0.0024681127307516,7,BNGA,bilstm_data,82,False,False
Price Change 1 Day Percent,0.0022623173737277,8,BNGA,bilstm_data,82,False,False
Ask Price,0.0018048923374958,9,BNGA,bilstm_data,82,False,False
Price Earnings Ratio,0.0014691387322576,10,BNGA,bilstm_data,82,False,False
Price to Sales Ratio,0.0018833326563859,1,BNGA,bilstm_data_ga,42,False,True
High Price,0.0018223767007131,2,BNGA,bilstm_data_ga,42,False,True
Price Earnings Ratio,0.0017662851878816,3,BNGA,bilstm_data_ga,42,False,True
Dividend Indicated Yld - Gross,0.0016087077790871,4,BNGA,bilstm_data_ga,42,False,True
Bid Price,0.0008775633677335,5,BNGA,bilstm_data_ga,42,False,True
Ask Price,0.0008314377225663,6,BNGA,bilstm_data_ga,42,False,True
Price to Book Ratio,0.0007612729425697,7,BNGA,bilstm_data_ga,42,False,True
Low Price,0.0005662926301334,8,BNGA,bilstm_data_ga,42,False,True
Price Change 1 Day Percent,0.0003942851942459,9,BNGA,bilstm_data_ga,42,False,True
Moving Average 20 Day,0.0003191552603513,10,BNGA,bilstm_data_ga,42,False,True
Low Price,0.0169323950198966,1,BNGA,bilstm_data_ga,52,False,True
High Price,0.0083212032130122,2,BNGA,bilstm_data_ga,52,False,True
Price Earnings Ratio,0.0082936351743733,3,BNGA,bilstm_data_ga,52,False,True
Price to Sales Ratio,0.0048279653070494,4,BNGA,bilstm_data_ga,52,False,True
Ask Price,0.0041810121249661,5,BNGA,bilstm_data_ga,52,False,True
Price to Book Ratio,0.0033221577269476,6,BNGA,bilstm_data_ga,52,False,True
Bid Price,0.0016493273213402,7,BNGA,bilstm_data_ga,52,False,True
Dividend Indicated Yld - Gross,0.0013587986905776,8,BNGA,bilstm_data_ga,52,False,True
Moving Average 20 Day,0.0011292457477086,9,BNGA,bilstm_data_ga,52,False,True
Price Change 1 Day Percent,0.0001458343972141,10,BNGA,bilstm_data_ga,52,False,True
Price Earnings Ratio,0.0141988089036506,1,BNGA,bilstm_data_ga,62,False,True
High Price,0.0097478634202464,2,BNGA,bilstm_data_ga,62,False,True
Bid Price,0.0096203817630238,3,BNGA,bilstm_data_ga,62,False,True
Low Price,0.0060845542880189,4,BNGA,bilstm_data_ga,62,False,True
Dividend Indicated Yld - Gross,0.0054179286747562,5,BNGA,bilstm_data_ga,62,False,True
Price to Sales Ratio,0.0035678781400848,6,BNGA,bilstm_data_ga,62,False,True
Moving Average 20 Day,0.0018644435360329,7,BNGA,bilstm_data_ga,62,False,True
Ask Price,0.0018370317222434,8,BNGA,bilstm_data_ga,62,False,True
Price to Book Ratio,6.487492161492723e-06,9,BNGA,bilstm_data_ga,62,False,True
Price Change 1 Day Percent,0.0,10,BNGA,bilstm_data_ga,62,False,True
Low Price,0.019809249016301,1,BNGA,bilstm_data_ga,72,False,True
Moving Average 20 Day,0.0145754653589046,2,BNGA,bilstm_data_ga,72,False,True
Price Earnings Ratio,0.0083197191357612,3,BNGA,bilstm_data_ga,72,False,True
Dividend Indicated Yld - Gross,0.0068293634810972,4,BNGA,bilstm_data_ga,72,False,True
High Price,0.0051265245357838,5,BNGA,bilstm_data_ga,72,False,True
Price to Book Ratio,0.0050902554758691,6,BNGA,bilstm_data_ga,72,False,True
Bid Price,0.0040803590696305,7,BNGA,bilstm_data_ga,72,False,True
Ask Price,0.0010403193085498,8,BNGA,bilstm_data_ga,72,False,True
Price Change 1 Day Percent,0.0007963837351694,9,BNGA,bilstm_data_ga,72,False,True
Price to Sales Ratio,5.466747097671118e-06,10,BNGA,bilstm_data_ga,72,False,True
Moving Average 20 Day,0.0053222612542514,1,BNGA,bilstm_data_ga,82,False,True
Low Price,0.0052097460380219,2,BNGA,bilstm_data_ga,82,False,True
Price to Sales Ratio,0.0039940124044993,3,BNGA,bilstm_data_ga,82,False,True
Price to Book Ratio,0.0027543551998124,4,BNGA,bilstm_data_ga,82,False,True
High Price,0.0015676556904855,5,BNGA,bilstm_data_ga,82,False,True
Price Change 1 Day Percent,0.0013953624293208,6,BNGA,bilstm_data_ga,82,False,True
Ask Price,0.0012938668743507,7,BNGA,bilstm_data_ga,82,False,True
Bid Price,0.0008634003047417,8,BNGA,bilstm_data_ga,82,False,True
Price Earnings Ratio,0.0004153608603196,9,BNGA,bilstm_data_ga,82,False,True
Dividend Indicated Yld - Gross,0.0002834384135591,10,BNGA,bilstm_data_ga,82,False,True
bi_rate,0.0065302938894213,1,BNGA,bilstm_macro,42,True,False
Ask Price,0.00563352756047,2,BNGA,bilstm_macro,42,True,False
High Price,0.0052891646579761,3,BNGA,bilstm_macro,42,True,False
Price Change 1 Day Percent,0.0036344678723253,4,BNGA,bilstm_macro,42,True,False
Bid Price,0.0033338451216695,5,BNGA,bilstm_macro,42,True,False
Price to Book Ratio,0.0025269186481212,6,BNGA,bilstm_macro,42,True,False
exchange_rate_usd_idr,0.0023937380562225,7,BNGA,bilstm_macro,42,True,False
Price to Sales Ratio,0.0016436437168158,8,BNGA,bilstm_macro,42,True,False
Dividend Indicated Yld - Gross,0.0014471007782655,9,BNGA,bilstm_macro,42,True,False
ihsg_close,0.000750080202124,10,BNGA,bilstm_macro,42,True,False
ihsg_return_1d,0.0006347109583051,11,BNGA,bilstm_macro,42,True,False
cpi_index,0.0004870101770696,12,BNGA,bilstm_macro,42,True,False
Low Price,0.0002096161120183,13,BNGA,bilstm_macro,42,True,False
Price Earnings Ratio,5.704619688913208e-05,14,BNGA,bilstm_macro,42,True,False
Moving Average 20 Day,0.0,15,BNGA,bilstm_macro,42,True,False
inflation_rate,0.0,16,BNGA,bilstm_macro,42,True,False
Price to Sales Ratio,0.006301540962886,1,BNGA,bilstm_macro,52,True,False
Bid Price,0.006072690692963,2,BNGA,bilstm_macro,52,True,False
bi_rate,0.0046097045861339,3,BNGA,bilstm_macro,52,True,False
High Price,0.0039735456948013,4,BNGA,bilstm_macro,52,True,False
Price to Book Ratio,0.0027593290491495,5,BNGA,bilstm_macro,52,True,False
Price Earnings Ratio,0.0024648029512415,6,BNGA,bilstm_macro,52,True,False
Low Price,0.0017822910890875,7,BNGA,bilstm_macro,52,True,False
exchange_rate_usd_idr,0.001334057112884,8,BNGA,bilstm_macro,52,True,False
ihsg_close,0.0003924137539191,9,BNGA,bilstm_macro,52,True,False
Ask Price,0.0003318275771259,10,BNGA,bilstm_macro,52,True,False
cpi_index,0.0003316679309743,11,BNGA,bilstm_macro,52,True,False
Moving Average 20 Day,0.0003063861416497,12,BNGA,bilstm_macro,52,True,False
ihsg_return_1d,0.0001633439191209,13,BNGA,bilstm_macro,52,True,False
Price Change 1 Day Percent,0.0001382763388392,14,BNGA,bilstm_macro,52,True,False
inflation_rate,0.0,15,BNGA,bilstm_macro,52,True,False
Dividend Indicated Yld - Gross,0.0,16,BNGA,bilstm_macro,52,True,False
Ask Price,0.0037548465552763,1,BNGA,bilstm_macro,62,True,False
inflation_rate,0.002610925239666,2,BNGA,bilstm_macro,62,True,False
Moving Average 20 Day,0.0026003490298146,3,BNGA,bilstm_macro,62,True,False
Price to Book Ratio,0.0025985631393268,4,BNGA,bilstm_macro,62,True,False
bi_rate,0.0025681240988584,5,BNGA,bilstm_macro,62,True,False
Price Change 1 Day Percent,0.0017042821350817,6,BNGA,bilstm_macro,62,True,False
exchange_rate_usd_idr,0.0010639315453143,7,BNGA,bilstm_macro,62,True,False
Price to Sales Ratio,0.0009892310662609,8,BNGA,bilstm_macro,62,True,False
Dividend Indicated Yld - Gross,0.0009744653287224,9,BNGA,bilstm_macro,62,True,False
ihsg_close,0.0008809465565718,10,BNGA,bilstm_macro,62,True,False
Bid Price,0.0007717859392496,11,BNGA,bilstm_macro,62,True,False
High Price,0.0004041178553946,12,BNGA,bilstm_macro,62,True,False
cpi_index,0.0003559503316258,13,BNGA,bilstm_macro,62,True,False
ihsg_return_1d,0.0002670495830571,14,BNGA,bilstm_macro,62,True,False
Price Earnings Ratio,0.0,15,BNGA,bilstm_macro,62,True,False
Low Price,0.0,16,BNGA,bilstm_macro,62,True,False
Low Price,0.0108379975620967,1,BNGA,bilstm_macro,72,True,False
Price Earnings Ratio,0.0082792102276081,2,BNGA,bilstm_macro,72,True,False
Price to Book Ratio,0.0039183262004278,3,BNGA,bilstm_macro,72,True,False
Moving Average 20 Day,0.0029389089206233,4,BNGA,bilstm_macro,72,True,False
Bid Price,0.0027106195289962,5,BNGA,bilstm_macro,72,True,False
Price Change 1 Day Percent,0.0019077597481485,6,BNGA,bilstm_macro,72,True,False
ihsg_close,0.0017108892378245,7,BNGA,bilstm_macro,72,True,False
exchange_rate_usd_idr,0.001368257694412,8,BNGA,bilstm_macro,72,True,False
Dividend Indicated Yld - Gross,0.0011002029137065,9,BNGA,bilstm_macro,72,True,False
High Price,0.0006008939839722,10,BNGA,bilstm_macro,72,True,False
bi_rate,2.579703085267773e-05,11,BNGA,bilstm_macro,72,True,False
Price to Sales Ratio,7.762816191340528e-06,12,BNGA,bilstm_macro,72,True,False
Ask Price,0.0,13,BNGA,bilstm_macro,72,True,False
inflation_rate,0.0,14,BNGA,bilstm_macro,72,True,False
cpi_index,0.0,15,BNGA,bilstm_macro,72,True,False
ihsg_return_1d,0.0,16,BNGA,bilstm_macro,72,True,False
Price Change 1 Day Percent,0.0086519122969115,1,BNGA,bilstm_macro,82,True,False
Dividend Indicated Yld - Gross,0.0053028584186298,2,BNGA,bilstm_macro,82,True,False
Bid Price,0.0036501681468161,3,BNGA,bilstm_macro,82,True,False
ihsg_return_1d,0.0035410294192843,4,BNGA,bilstm_macro,82,True,False
